Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
"Helpdesk Agent, Junior",2025-11-24,https://jobright.ai/jobs/info/6923e80ec0cefa13343dc0e6?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Arlington, VA",CGI,10000+,"Analytics,Application Performance Management",$100000-$150000 /yr,"1. Bachelor’s degree and/or 0 to 2 years of experience
2. Candidates must possess an active TS/SCI clearance with polygraph
3. Ability to effectively communicate with technical and non-technical stakeholders.
4. Ability to identify and resolve complex security issues.",no,yes
"Customer Service / Tech Support Rep (Tech Products, Bilingual: Eng. / Span.) – Remote",2025-11-24,https://jobright.ai/jobs/info/69249b53ec574f4265bb4e6d?utm_source=1100&utm_campaign=Software Engineering,Remote,"Multi Location
New Home, ND
Home, SD
Enclave at Regent Park, SC
Home, KS
Mountain Home, WV
North Las Vegas, NV
Flowing Wells, AZ
United States
Ohio, United States
Forest Home, AL
Flat Creek, NC
Broken Arrow, OK
Home, MI
Home, PA
Mountain Home, ID
Ashland, VA
York County, ME
Mountain Home, AR
Indianapolis, IN
Knoxville, TN
Mountain Home, TX
Home Park, FL
Mountain Home, UT
Genesee, CO
New Home, MO
Atlanta, GA
Home, MN
USA, MO, Work-at-Home
USA VT Work-at-Home
USA MI Work-at-Home
USA, PA, Work-at-Home
USA, FL, Work-at-Home
USA, IA, Work-at-Home
USA SC Work-at-Home
USA, TN, Work-at-Home
USA, UT, Work-at-Home
USA WY Work-at-Home
USA, NC, Work-at-Home
USA MS Work-at-Home
USA, MN, Work-at-Home
USA, ID, Work-at-Home
USA, AZ, Work-at-Home
USA OK Work-at-Home
USA, CO, Work-at-Home
USA, TX, Work-at-Home
USA, NE, Work-at-Home
USA, RI, Work-at-Home
USA WV Work-at-Home
USA ME Work-at-Home
USA NV Work-at-Home
USA, GA, Work-at-Home
USA, VA, Work-at-Home
USA LA Work-at-Home
USA ND Work-at-Home",Concentrix,10000+,"Customer Service,Information Technology",$18.31-$18.31 /hr,"1. The ability to read, write and speak fluently both Spanish and English
2. 1+ year of customer service experience
3. A high school diploma or GED
4. Strong focus on building customer relationships
5. Comfortable using and explaining technology
...",no,
Customer Service/Tech Support Rep -Software (On-Site),2025-11-24,https://jobright.ai/jobs/info/69249ab838cd5478a8d5bbb1?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Belleville, Ontario, Canada
CAN, Belleville, ON",Concentrix,10000+,"Customer Service,Information Technology",$19.35-$19.35 /hr,"1. Excellent customer service
2. Prior customer service experience required. (at least 1 year)
3. Strong listening skills to be able to understand, empathize and resolve cx issue.
4. Ability to effectively communicate, verbally.
5. Open availability to work weekdays between the hours 8am-12am Mon-Fri EST and weekends 9am-6pm
...",not sure,
IT Project Coordinator for an MSP,2025-11-24,https://jobright.ai/jobs/info/69249a71ec574f4265bb4dc3?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Lancaster, PA",ONE2ONE Inc,1-10,"Consulting,Cyber Security",$65K-$85K /yr,"1. Bachelor's degree in IT, Business, or related field or equivalent MSP project experience
2. 1-3 years of project coordination or management experience, ideally in an MSP or IT services role
3. Familiarity with M365, SharePoint, networking, or infrastructure project workflows
4. Strong organizational and communication skills; comfortable managing many active projects simultaneously
5. CompTIA Project+ certification or equivalent project-management experience
...",not sure,
Project Manager I,2025-11-24,https://jobright.ai/jobs/info/69249931ec574f4265bb4cf5?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Washington, DC
Washington-DC",ServiceSource,1001-5000,"Assistive Technology,Customer Service",$60000-$60000 /yr,"1. High School diploma or General Educational Development (GED)
2. 0-2 years of related work experience
3. Security Clearance and background check requirements, if applicable are determined by the contract
4. Strong problem-solving and analytical skills
5. Ability to manage multiple activities and prioritize multiple competing tasks
...",not sure,yes
AI Data Specialist - North Carolina (US),2025-11-24,https://jobright.ai/jobs/info/6920d0513f782d2f1afcbc4b?utm_source=1100&utm_campaign=Software Engineering,Remote,"North Carolina, United States",RWS Group,501-1000,"Intellectual Property,Property Management",$18-$18 /hr,1. Fluent or advanced proficiency in English (levels B2–C2),not sure,
Desktop Technician,2025-11-24,https://jobright.ai/jobs/info/6902757d00a1816c41e9e3d6?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Fresno, CA
Fresno, California","CampusWorks, Inc.",101-250,Information Technology,$22-$23 /hr,"1. Ability to format, install, set up, maintain, and troubleshoot desktop and laptop computers
2. Knowledge of Microsoft Office Suite (Word, Excel, PowerPoint, Outlook) and/or Google apps
3. Good written and verbal communication skills
4. Ability to explain technical concepts and train others in non-technical terms
5. Ability to adhere to set schedules, meet deadlines, and cover shift patterns to provide the coverage needed for the client
...",not sure,
Jr. Full Stack Developer,2025-11-24,https://jobright.ai/jobs/info/69249723c0cefa13343dfc57?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Element,11-50,"Cloud Infrastructure,DevOps",$85000-$100000 /yr,"1. Bachelor’s degree in Computer Science, Software Engineering, Information Systems, or related field; or equivalent practical experience.
2. 1–3 years of experience (including internships or academic projects) in full stack development.
3. Proficiency with at least one front-end framework (React, Angular, or Vue) and one back-end environment (Node.js, Express, Django, or Flask).
4. Familiarity with RESTful APIs, JSON, and database technologies (SQL and/or NoSQL).
5. Understanding of Git-based version control and Agile development practices.
...",no,
KOREAN TESTING EVALUATOR,2025-11-24,https://jobright.ai/jobs/info/692496cdc0cefa13343dfc25?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Atlanta, GA
United States","ALTA Language Services, Inc.",101-250,"Education,Information Technology",$9-$30 /yr,"1. Strong oral and written communication skills in the target language (target language appears in job title)
2. Excellent interpersonal skills
3. Accuracy and attention to detail
4. Technical communication
5. Professionalism
...",no,
Field Operations Tech Support Executive,2025-11-24,https://jobright.ai/jobs/info/692495f6ec574f4265bb4b65?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Richardson, TX",Infosys,10000+,"Consulting,Information Services",$40000-$40000 /yr,"1. Candidate must be located within commuting distance of Richardson TX or be willing to relocate to the area.
2. Rotational shift hours (8.00am to 7.00pm EST) and 6 day/week coverage including Saturday are mandatory (Rostering will be done 40Hrs/week).
3. Excellent interpersonal and communication skills.
4. Strong problem-solving abilities and attention to details.
5. Ability to work in a fast-paced, dynamic environment and manage multiple projects.
...",no,
NOC Technician,2025-11-24,https://jobright.ai/jobs/info/6924953338cd5478a8d5b784?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Glen Burnie, MD, US",Skyline Technology Solutions,251-500,"Consulting,Cyber Security",$25-$28 /hr,"1. 1-2 years of experience working in a Network Operations Center (NOC)
2. 1-2 years of Customer Service experience
3. CCNA/JNCIA certifications (or the ability to get one within 90 days of employment)
4. General competency in networking principles and using ticketing systems such as ServiceNow
5. Working knowledge of network monitoring systems such as Orion
...",not sure,
Jr. Platform Test Automation Engineer,2025-11-24,https://jobright.ai/jobs/info/69249374ec574f4265bb49b7?utm_source=1100&utm_campaign=Software Engineering,On Site,"600 March Road, Ottawa, Ontario, K2K 2T6, CA",Nokia,10000+,"Electronics,Enterprise Software","CAD77,000-CAD110,000 /yr","1. Bachelor’s degree
2. Experience in test automation
3. Ability to design and develop sophisticated tests
4. Experience in verifying conformance of features and functionality
5. Ability to interact extensively with Software, Hardware, Firmware and Product Management teams",not sure,
Research Analyst,2025-11-24,https://jobright.ai/jobs/info/692492bac0cefa13343dfa00?utm_source=1100&utm_campaign=Software Engineering,On Site,"Universal City, CA",NBCUniversal,10000+,"Broadcasting,Media and Entertainment",$68K-$75K /yr,"1. Bachelor's degree
2. Background in media research
3. Proficient in Power Query, SQL, Snowflake, and Microsoft Office 365 (especially Excel and PowerPoint)
4. Experience with media measurement tools (e.g. Nielsen, Digital-i, ITVR, Tech Edge, Instar) and business intelligence tools (e.g. Power BI, Tableau)
5. Skilled in analyzing and using 1st and 3rd party datasets",not sure,
Data Center Technician,2025-11-24,https://jobright.ai/jobs/info/6924ada1c0cefa13343e09e6?utm_source=1100&utm_campaign=Software Engineering,On Site,"Elk Grove Village, IL","Maintech, Incorporated",101-250,"CRM,Information Technology",$30-$35 /hr,"1. Self-motivated, dedicated individuals
2. Responding to customer calls in a prompt and efficient manner
3. On site engineer will service all client needs including server hardware break-fix and IMAC support
4. Troubleshoot and supports systems/equipment (DELL, Oracle, IBM and HP Servers)
5. Diagnose, analyzes, and repairs product failures, orders and replaces parts as needed
...",not sure,
Customer Service/Tech Support Rep (On-Site),2025-11-24,https://jobright.ai/jobs/info/6924921aec574f4265bb4903?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Belleville, Ontario, Canada
CAN, Belleville, ON",Concentrix,10000+,"Customer Service,Information Technology",$22-$22 /hr,"1. First-rate technical/customer focus, phone etiquette and work ethic
2. Strong ability to multi task is a must
3. Ability to work under pressure with calmness and composure
4. Strong problem-solving and trouble-shooting skills using operational and diagnostic procedures
5. At least 1 year of experience providing technical support
...",not sure,
Technical Sales Associate- Clinical AI Solutions,2025-11-24,https://jobright.ai/jobs/info/6924919ec0cefa13343df962?utm_source=1100&utm_campaign=Software Engineering,On Site,"Schenectady, NY",EndoSoft,101-250,"Health Care,Information Technology",$70K-$85K /yr,"1. Master’s degree in Artificial Intelligence, Machine Learning, Data Science, Computer Science (AI specialization), or Biomedical Informatics.
2. Bachelor’s degree in Statistics, Mathematics, Computer Science, or Engineering PLUS an MBA in Marketing or Business Development.
3. Strong understanding of machine learning concepts, AI models, and data science workflows.
4. Strong technical aptitude, proficiency with cloud platforms like Oracle, AWS/Azure, programming languages like Python/JavaScript, databases, APIs, and etc.
5. Strong presentation and public speaking skills.
...",not sure,
Video Game Tester (On-Site),2025-11-24,https://jobright.ai/jobs/info/6924b960c0cefa13343e1272?utm_source=1100&utm_campaign=Software Engineering,On Site,"Kenner, LA",Testronic,251-500,"Compliance,Media and Entertainment",$12-$14 /hr,"1. Execution of assigned QA work
2. Approach bug hunting with enthusiasm.
3. Communicate effectively.
4. Master computer skills.
5. Troubleshoot devices adeptly.
...",not sure,
Field Support Specialist,2025-11-24,https://jobright.ai/jobs/info/69248d6aec574f4265bb462f?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Bedford, MA",ConRes,251-500,"Cloud Security,Data Center",$50K-$70K /yr,"1. Experience in a data center environment
2. Experience working office IDF / MDF environments
3. Ability to lift 50 -70 pounds and the ability to unbox and move equipment for several contiguous hours/days
4. Proficiency in English
5. Must have reliable transportation. The job requires movement between locations that may not have access to public transportation
...",not sure,
Information Systems Technician I - General Services,2025-11-24,https://jobright.ai/jobs/info/69248be3ec574f4265bb455e?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Springfield, IL",Illinois Secretary of State,1001-5000,,$4962-$9512 /mon,"1. Requires knowledge, skill, and mental development equivalent to completion of one year of college, with coursework in the computer science field OR 1.5 years of technical systems and programming experience OR any equivalent combination of education and experience.
2. Requires elementary knowledge of Information Technology concepts and principles, the theories and functions of computer systems, and the principles and techniques of Information Technology documentation.
3. Requires elementary knowledge of hardware and software, languages, and procedures to provide assigned technical and analytical support services.
4. Requires elementary knowledge of accounting and statistical theories, methods and practices.
5. Requires working knowledge of the devices for capturing data and the means available for receiving and transmitting data from remote locations to a computer.
...",no,
DATA ASSOCIATE,2025-11-24,https://jobright.ai/jobs/info/69248bd838cd5478a8d5b3c9?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"BayCoast Place, Swansea, MA, US",BayCoast Bank,101-250,"Banking,Finance",$53235-$68000 /yr,"1. Must maintain the ability and desire to learn new technologies quickly.
2. Ability to work independently with minimal supervision.
3. Must be well organized and be a good communicator.
4. Understanding of the bank’s network and system applications.
5. Must be able to review, interpret and understand system needs and identify and suggest solutions.
...",not sure,
JAPANESE TESTING EVALUATOR,2025-11-24,https://jobright.ai/jobs/info/6924b8bcec574f4265bb62cb?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Atlanta, GA
United States","ALTA Language Services, Inc.",101-250,"Education,Information Technology",$9-$30 /yr,"1. Strong oral and written communication skills in the target language (target language appears in job title)
2. Excellent interpersonal skills
3. Accuracy and attention to detail
4. Technical communication
5. Professionalism
...",no,
Product Support Specialist (Canada),2025-11-24,https://jobright.ai/jobs/info/691e1b95a49a885af9a250d2?utm_source=1100&utm_campaign=Software Engineering,On Site,"Windsor, Ontario",Alimentiv,251-500,"Biotechnology,Clinical Trials","$46,500-$77,000 /yr","1. Ability to diagnose, troubleshoot, problem solve and manage resolution to problems related to software and hardware implementation, compatibility and bugs.
2. Experience with the use of helpdesk/ticketing applications and IT Service Management tools such as Service Now
3. Knowledge of JIRA, Github issues or other project management and defect management tools
4. Excellent problem-solving and analytical skills, strong written and verbal communication abilities
5. Customer-oriented mindset with a focus on delivering high-quality support
...",not sure,
Java Software Engineer I (Remote within the USA),2025-11-24,https://jobright.ai/jobs/info/69248a7fec574f4265bb44b7?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Businessolver,1001-5000,"Accounting,Financial Services",$50K-$90K /yr,"1. Degree in Computer Science, CIS, Software Engineering, or related field.
2. Familiarity with building services in a distributed architecture.
3. Knowledge of Java, SQL, HTML, CSS, and Object-Oriented Programming.
4. Experience with Linux, Git, or other version control systems, and Agile Development Methodology.
5. Highly motivated, innovative, self-directed thinker with a willingness to learn and stay up-to-date with current trends.
...",not sure,
Information Systems Technician I - Systems and Programming,2025-11-24,https://jobright.ai/jobs/info/6924865ec0cefa13343df388?utm_source=1100&utm_campaign=Software Engineering,On Site,"Springfield, IL",Illinois Secretary of State,1001-5000,,$4865-$4865 /mon,"1. Requires knowledge skill and mental development equivalent to the completion of one year of college, with Computer Science coursework or one and one-half (1.5) years of technical systems and/or programming experience.
2. Hands-on technical experience using technologies including COBOL, CICS, and JCL is required.
3. A strong knowledge of DB2, SQL, and stored procedure experiences is also required.
4. Requires the ability to lift and carry up to 50 lbs.
5. Requires a valid Illinois Driver's License.",no,
Software Engineer II,2025-11-24,https://jobright.ai/jobs/info/69088d094a1b456627af6dbf?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"O'Fallon, MO",Mastercard,10000+,"Finance,Financial Services",$92K-$147K /yr,"1. Bachelor's degree in Information Technology, Computer Science or Management Information Systems or equivalent work experience.
2. Thorough knowledge and understanding of Software Engineering Concepts and Methodologies is required.
3. Must demonstrate MC Core Competencies.
4. 1 to 3 years of experience in software engineering field.
5. Must be high-energy, detail-oriented and proactive with the ability to function under pressure in an independent environment.
...",not sure,
Technical Support Associate (US),2025-11-24,https://jobright.ai/jobs/info/6924847ac0cefa13343df2fa?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Boston, MA",Runna,101-250,"Fitness,Personal Development",$62K-$62K /yr,"1. Experience in a customer-facing role such as customer support or technical assistance
2. Strong written and verbal communication skills for effective online user interactions and internal teams
3. Strong attention to detail with the ability to manage multiple tasks efficiently
4. Proactive in identifying and suggesting improvements to enhance user experience
5. Ability to solve complex problems and create user-focused solutions
...",no,
Technical Account Specialist,2025-11-24,https://jobright.ai/jobs/info/687c889d2097a271a898ac1b?utm_source=1100&utm_campaign=Software Engineering,On Site,NYC Metro Area,adMarketplace,51-100,"Ad Network,Advertising",$70K-$90K /yr,"1. 1–2+ years of experience in a technical support, integration, or client-facing technical role in the digital media or advertising industry.
2. 2+ years of professional experience writing and running SQL queries (working experience required, not limited to academic projects).
3. Working knowledge of Excel and Tableau (or similar BI/visualization tools).
4. Foundational understanding of APIs, databases, system infrastructures, and architecture.
5. Strong communication skills—written, verbal, and listening—with the ability to break down complex topics for varied audiences.
...",not sure,
R&D Engineer II - Embedded Firmware,2025-11-24,https://jobright.ai/jobs/info/68ce6bdafb49c96ca6ea0393?utm_source=1100&utm_campaign=Software Engineering,On Site,"Alameda, CA","Penumbra, Inc.",,,$97K-$127K /yr,"1. BS in computer engineering/ software engineering/ electrical engineering or related field required
2. Hands-on experience developing prototype software/firmware for hardware such as PCB, Arduino, Raspberry Pi, or similar required
3. A passion and knack for solving hands-on and multi-disciplinary technical design problems
4. Proven ability to thrive in a fast-paced work environment where navigating grey areas is a welcomed challenge
5. Embedded systems design, Unit testing, end to end testing on HW, communication protocols (SPI, UART, I2C, CAN, USB), Algorithm design, Signal Processing, Microcontrollers (STM32,ARM Cortex M4/M7 etc.), controls algorithm (ex. PWM, PID), RTOS and/or Bare metal",not sure,
AWS Cloud Systems Administrator,2025-11-24,https://jobright.ai/jobs/info/6924828838cd5478a8d5afb4?utm_source=1100&utm_campaign=Software Engineering,On Site,"Mechanicsburg, PA",AMERICAN SYSTEMS,1001-5000,"Government,Information Technology",$80K-$134K /yr,"1. 1+ Years experience as a DevSecOps Systems Administrator
2. Knowledge/experience with platforms such as GitHub, Jenkins, Ansible, Artifactory, SonarQube, K8, Xray, etc.
3. Ability to obtain a DoD Secret (SSBI) or Top Secret Clearance
4. DoD 8570 IAT II Certified (Security + or equivalent)
5. Highly proficient oral and written communication with Technical and Management staff required",no,
AI Data Specialist - Texas (US),2025-11-24,https://jobright.ai/jobs/info/6920f6fc3f782d2f1afcd79c?utm_source=1100&utm_campaign=Software Engineering,Remote,"Texas, United States",RWS Group,501-1000,"Intellectual Property,Property Management",$18-$18 /hr,1. Fluent or advanced proficiency in English (levels B2–C2),not sure,
AI Data Specialist - Illinois (US),2025-11-24,https://jobright.ai/jobs/info/6920dc31a49a885af9a40032?utm_source=1100&utm_campaign=Software Engineering,Remote,"Illinois, United States",RWS Group,501-1000,"Intellectual Property,Property Management",$18-$18 /hr,1. Fluent or advanced proficiency in English (levels B2–C2),not sure,
AI Data Specialist - Tennessee (US),2025-11-24,https://jobright.ai/jobs/info/6920eb993f782d2f1afccd24?utm_source=1100&utm_campaign=Software Engineering,Remote,"Tennessee, United States",RWS Group,501-1000,"Intellectual Property,Property Management",$18-$18 /hr,1. Fluent or advanced proficiency in English (levels B2–C2),not sure,
AI Data Specialist - Maryland (US),2025-11-24,https://jobright.ai/jobs/info/6920f5f000c9ee50eaeca20d?utm_source=1100&utm_campaign=Software Engineering,Remote,"Multi Location
Baltimore, MD
Baltimore, Maryland",RWS Group,501-1000,"Intellectual Property,Property Management",$18-$18 /hr,1. Fluent or advanced proficiency in English (levels B2–C2),not sure,
AI Data Specialist - Pennsylvania (US),2025-11-24,https://jobright.ai/jobs/info/6920f1213f782d2f1afcd249?utm_source=1100&utm_campaign=Software Engineering,Remote,"Pennsylvania, United States",RWS Group,501-1000,"Intellectual Property,Property Management",$18-$18 /hr,1. Fluent or advanced proficiency in English (levels B2–C2),not sure,
IT Support Specialist - Information Systems Technician I - Technical Services,2025-11-24,https://jobright.ai/jobs/info/6924810bc0cefa13343df17d?utm_source=1100&utm_campaign=Software Engineering,On Site,"Springfield, IL",Illinois Secretary of State,1001-5000,,$4865-$4865 /mon,"1. Requires knowledge skill and mental development equivalent to the completion of one year of college, with computer science coursework or one and one-half (1.5) years of technical systems and/or programming experience.
2. Requires the ability to lift, carry and push/pull up to 50 lbs.
3. Requires a valid Illinois Driver’s License.
4. Applicants must be authorized to work in the United States; the Office of the Secretary of State will not complete certification and/or sponsorship requests.",no,
Building Technology Project Coordinator,2025-11-24,https://jobright.ai/jobs/info/68cec6b5dbd9fb154ede2b29?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Cleveland, OH",Brookfield Properties,5001-10000,"Commercial Real Estate,Construction",$56K-$78K /yr,"1. Undergraduate (Bachelor) Degree in Information Systems / Information Technology, Technology, or other related fields of study required
2. 1 - 2 years' experience in IT Project Coordination or Management
3. 1 - 2 years in real estate or multifamily building technology
4. 1 - 2 years in network architecture
5. 1 - 2 years general customer service
...",not sure,
"Customer Service / Technical Support Rep, (On-Site)",2025-11-24,https://jobright.ai/jobs/info/69249d1a38cd5478a8d5bd7f?utm_source=1100&utm_campaign=Software Engineering,On Site,"Dartmouth, Nova Scotia, Canada",Concentrix,10000+,"Customer Service,Information Technology",$19-$19 /hr,"1. 1 year of customer service experience or equivalent, with a High School diploma or GED.
2. Effective communication skills in English, both written and verbally.
3. The natural instinct to multitask, be flexible, and the ability to adapt to changes.
4. The ability to learn including strong problem-solving skills.
5. Patience in working with customers is second nature for you.
...",not sure,
Customer Service / Tech Support Rep (Hybrid),2025-11-24,https://jobright.ai/jobs/info/6924a14cc0cefa13343e025b?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Niagara Falls, Ontario, Canada
CAN Niagara Falls - 6840 McLeod Road, Unit 5",Concentrix,10000+,"Customer Service,Information Technology",$19.50-$19.50 /hr,"1. Must live within 64 KM from the Niagara Falls location.
2. 1 year of customer service experience or equivalent, with a High School diploma or GED.
3. Effective communication skills in English, both written and verbally.
4. The natural instinct to multitask, be flexible, and the ability to adapt to changes.
5. The ability to learn including strong problem-solving skills.
...",not sure,
"AssociateDelivery Consultant - App/Dev, Amazon Web Services Professional Services",2025-11-24,https://jobright.ai/jobs/info/68eb1a1e76a1db7c5985cdbb?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Arlington, VA
Seattle, WA",Amazon Web Services (AWS),10000+,"Consulting,DevOps",$88K-$193K /yr,"1. Experience programming with at least one software programming language
2. Experience working with or having knowledge of cloud computing and existing cloud technologies",not sure,
Remote Assistant Operator Technician,2025-11-24,https://jobright.ai/jobs/info/69249b5038cd5478a8d5bc2f?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Cypress, CA",1/ST Technology - AmTote International and Xpressbet,251-500,Professional Services,$22-$22 /hr,"1. Provides on-site, hands on technical ability and computer operating skills required to maintain AmTote’s wagering equipment
2. Provides efficient service to the customer, working in a live and non-live race environment
3. Operates wagering system and/or all peripheral equipment or system associated with AmTote’s service
4. Generates necessary reports as required by customer mutuel departments and state regulatory agencies
5. Troubleshoots and repairs or supervises repair of equipment associated with AmTote
...",not sure,yes
Field Technician,2025-11-24,https://jobright.ai/jobs/info/690e890d221b890c2780f252?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Houston, Texas
Cleveland, OH
Long Island, New York
Palm Springs, CA
Omaha, Nebraska
Houston, TX
Omaha, NE
New York, NY",Grocery TV,51-100,"Ad Network,Advertising",$20-$25 /hr,"1. Comfortable communicating via text or phone for check-ins and site updates
2. A mobile hotspot (or the ability to enable one on your phone)
3. A reliable, insured vehicle for travel between store locations
4. A valid driver’s license and ability to travel within your designated region
5. At least 18 years old
...",not sure,
Associate Project Manager,2025-11-24,https://jobright.ai/jobs/info/69247a4b38cd5478a8d5ac93?utm_source=1100&utm_campaign=Software Engineering,Remote,"Remote, Remote, United States",SupplyHouse,1001-5000,"Commercial,E-Commerce",$60000-$75000 /yr,"1. Bachelor's degree in Business Administration, Project Management, or related field
2. 1-2 years of experience in a project management internship, as a Project Coordinator, or Associate Project Manager
3. Excellent written and verbal communication skills ensuring clarity while being concise and confident across all levels of the business
4. Strong attention to detail and excellent organizational skills with the ability to multitask and re-prioritize as needed
5. Strong leadership skills with effective problem-solving and decision-making abilities
...",no,
Embedded Engineer - Recent Grad/Full Time,2025-11-24,https://jobright.ai/jobs/info/6922735b38cd5478a8d539f6?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Honeywell,10000+,"Aerospace,Electronics",$68K-$126K /yr,"1. Currently pursuing a bachelor’s degree (or higher) from an accredited college or university in Computer Engineering, Software Engineering, Computer Science or similar field
2. Must have graduated or graduating from an accredited college or university between August 2025 and May 2026 and be available to begin full-time work between September 2025- July 2026
3. Must have obtained degree within 12 months of the date of hire
4. Candidates must be authorized to legally work in the United States without current or future sponsorship requirements",no,
Tier I Help Desk Specialist,2025-11-24,https://jobright.ai/jobs/info/692478f0ec574f4265bb3e8e?utm_source=1100&utm_campaign=Software Engineering,On Site,"Silver Spring, MD",TekSynap,1001-5000,"Computer,Information Services",$44K-$52K /yr,"1. Minimum of zero to two (0-2) years of experience in information technology or a related field.
2. Prior performance in a similar role within 6 months of the date of hire.
3. Must be a U.S. Citizen
4. Must be able to successfully obtain a Public Trust",no,yes
Business Intelligence Developer,2025-11-24,https://jobright.ai/jobs/info/6924783dec574f4265bb3e43?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Navitus Health Solutions,501-1000,"Health Care,Information Technology",$73K-$89K /yr,"1. Experience with BI tools such as Tableau, Qlikview/QlikSense, SAS, Power B.I. or other Business Intelligence software and/or data visualization programs
2. Participate in, adhere to, and support compliance program objectives
3. The ability to consistently interact cooperatively and respectfully with other employees",not sure,
"Technical Analyst, Cyber Risk Management Reporting, Deloitte Global Technology",2025-11-24,https://jobright.ai/jobs/info/6924e57cc0cefa13343e391b?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Toronto, Ontario, Canada
Edmonton, Alberta, Canada",Deloitte,10000+,"Accounting,Consulting",$69000-$114000 /yr,"1. Bachelor’s degree in Statistics, Mathematics, Economics, Finance, Business Analytics, Management Information Systems, a Technology-related field, or equivalent education or work-related experience.
2. Experience in information security, in areas such as cybersecurity, metrics, analytics, forecasting and reporting, cybersecurity risk or governance.
3. Understanding of Python, SQL databases, Windows Server, Azure services and Powershell.
4. Understanding or experience in automation of scripts and pipelining processes.
5. Basic understanding or experience working in Agile environments.
...",not sure,
IT Logistics Associate,2025-11-24,https://jobright.ai/jobs/info/6920cbbba49a885af9a3f474?utm_source=1100&utm_campaign=Software Engineering,On Site,"Bellevue, Washington",EOS IT Solutions,1001-5000,"Collaboration,Data Center",$21-$22.50 /hr,"1. Proven experience in IT logistics or inventory management.
2. Strong technical knowledge of Mac OS and related hardware/software troubleshooting.
3. Excellent organizational and communication skills.
4. Ability to manage multiple priorities and stakeholders in a fast-paced environment.
5. Experience creating SOPs and process documentation.",not sure,
"Information Systems, IT, Cyber Engineer & Data Science (Recent Grad/Full Time)",2025-11-24,https://jobright.ai/jobs/info/6922dccf7795cd460c83789d?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Honeywell,10000+,"Aerospace,Electronics",$68K-$126K /yr,"1. Must be pursuing a bachelor's degree (or higher) from an accredited college or university in Computer Science, Computer Engineering, Information Technology, Data Science, Cyber Security, MIS or similar field
2. Must have graduated or graduating from an accredited college or university between August 2025 and May 2026 and be available to begin full-time work between September 2025 - July 2026
3. Must have obtained degree within 12 months of the date of hire
4. Candidates must be authorized to legally work in the United States without current or future sponsorship requirements.",no,
Sales Engineer (Customer Success) - Denver,2025-11-24,https://jobright.ai/jobs/info/691cff4922a2cb4b9bd1fa04?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Denver, CO",Datadog,1001-5000,"Analytics,Cloud Computing",$80K-$110K /yr,"1. Has a minimum of 1 year experience in a technical sales and/or post-sales role
2. Possess knowledge of modern web development and cloud technologies
3. Enjoys collaborating and teaming with others
4. Demonstrates strong written and oral communication skills
5. Comfortable and confident in delivering technical presentations/demos
...",not sure,
Service Desk Specialist,2025-11-24,https://jobright.ai/jobs/info/69248b5738cd5478a8d5b384?utm_source=1100&utm_campaign=Software Engineering,On Site,"Frankfort, KY",Quantam,11-50,"Delivery,Information Technology",$18-$20 /hr,"1. One year of IT experience as a Help Desk or Desktop Support Technician with experience providing desktop support duties and troubleshooting skills.
2. Excellent customer service skills.
3. Excellent Attendance is required for this position.
4. Customer services skills and temperament.
5. No foul, abrasive or condescending language used over the phone.
...",not sure,
