Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Human Resources Admin I (Monday thru Friday 8:00 am to 5:00 pm),2025-11-24,https://jobright.ai/jobs/info/6924d3b8ec574f4265bb786b?utm_source=1100&utm_campaign=Human Resources,On Site,"Lake Forest, CA",Toshiba Business,1001-5000,Manufacturing,$20.65-$23 /hr,"1. High School Diploma or GED.
2. Minimum of 6 months of experience in an administrative role with responsibilities in the area of data entry, filing, report generation, and miscellaneous administrative support.",not sure,yes
Human Resource Specialist,2025-11-24,https://jobright.ai/jobs/info/6924d3ad38cd5478a8d5e3cb?utm_source=1100&utm_campaign=Human Resources,On Site,"Denver, CO",Swissport,10000+,"Aerospace,Air Transportation",$27-$28 /hr,"1. Minimum of 1 year of relevant HR experience, aviation experience a bonus!
2. Proven ability to stay organized and prioritize tasks in a dynamic work environment
3. Excellent attention to detail, especially in compliance-related tasks
4. Strong interpersonal skills and a professional attitude when interacting with employees and new hires
5. Ability to handle sensitive information with confidentiality and discretion
...",not sure,
Workforce Management Specialist/UKHC,2025-11-24,https://jobright.ai/jobs/info/6924cfb9c0cefa13343e2418?utm_source=1100&utm_campaign=Human Resources,On Site,Greater Lexington Area,UK HealthCare,10000+,"Health Care,Health Diagnostics",$19-$30 /hr,"1. AA
2. 1 yr
3. None
4. Sitting for periods of time.
5. Experienced with payroll and/or HR systems.
...",not sure,
Office Assistant - Bilingual Required,2025-11-24,https://jobright.ai/jobs/info/6924ed9138cd5478a8d600e4?utm_source=1100&utm_campaign=Human Resources,On Site,"Houston, TX",New York Life Insurance Company,10000+,"Finance,Financial Services",$15-$18 /hr,"1. Ability to work with a wide range of personalities
2. Bilingual ••Vietnamese required••
3. Personable and professional demeanor
4. Strong organizational and time-management skills
5. Strong computer proficiency
...",not sure,
Employee Relations Coordinator,2025-11-24,https://jobright.ai/jobs/info/6924cd9ac0cefa13343e2220?utm_source=1100&utm_campaign=Human Resources,On Site,"Irvine, CA","GLOVIS America, Inc.",1001-5000,"Automotive,Transportation",$52000-$56000 /yr,"1. Excellent verbal and written communication skills to interact with clients, visitors, and team members
2. Some experience in Employee Relations
3. Experience in reviewing, revising, and updating company policies
4. Basic knowledge of labor laws
5. Basic knowledge of Microsoft Suite (Excel, Word, PowerPoint, etc)
...",not sure,
Workplace Coordinator,2025-11-24,https://jobright.ai/jobs/info/690280fe98707b2b0fe703b7?utm_source=1100&utm_campaign=Human Resources,On Site,"El Segundo, CA",HiveWatch,51-100,"Artificial Intelligence (AI),Enterprise Software",$24-$29 /hr,,not sure,
Scheduler,2025-11-24,https://jobright.ai/jobs/info/69253d19f0beb0723261c4f7?utm_source=1100&utm_campaign=Human Resources,On Site,"Grand Rapids, Michigan",Emmanuel Hospice,51-100,"Elder Care,Health Care",$21-$23 /hr,"1. High School Diploma or equivalent required
2. Previous healthcare experience required
3. Experience with Electronic Medical Records and Microsoft Office products
4. Strong background in customer service, clerical work, and scheduling",not sure,
Talent Acquisition Coordinator,2025-11-24,https://jobright.ai/jobs/info/6924e6f8c0cefa13343e3b86?utm_source=1100&utm_campaign=Human Resources,On Site,"Irvine, CA",Reyes Coca-Cola Bottling,5001-10000,"Food and Beverage,Manufacturing",$24-$24 /hr,"1. High School Diploma or General Education Degree (GED)
2. 0 to 1 plus years of general experience",not sure,yes
Non-Technical Sourcer - E-Commerce - San Jose (Third-Party Associate),2025-11-24,https://jobright.ai/jobs/info/6924cb39c0cefa13343e206b?utm_source=1100&utm_campaign=Human Resources,Hybrid,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$29-$50 /hr,"1. 1–5 years of sourcing experience across diverse, non-technical functions, in either an in-house or agency setting.
2. Fluency in both English and Mandarin required: The role involves frequent communication with global teams, clients, and stakeholders in English-speaking regions as well as Chinese-speaking markets. Proficiency in Mandarin is essential to effectively engage with Chinese-speaking partners and understand cultural nuances, ensuring smooth cross-cultural collaboration.
3. Strong ability to prioritize, multitask, and operate effectively in a fast-paced, dynamic environment.
4. Excellent communication and organizational skills, with keen attention to detail.
5. Proficient in sourcing tools and techniques, including LinkedIn Recruiter, Boolean search, and other professional platforms.
...",not sure,
"Claim Representative Trainee, Workers' Comp",2025-11-24,https://jobright.ai/jobs/info/6924caf4c0cefa13343e203b?utm_source=1100&utm_campaign=Human Resources,Hybrid,PA - Wyomissing,Travelers,10000+,"Auto Insurance,Insurance","$52,600-$86,800 /yr","1. High School Diploma or GED
2. One year of customer service experience OR Bachelor’s Degree
3. Bachelor’s Degree or a minimum of 2 years of work or customer service-related experience
4. Ability to work in a high volume, fast paced environment managing multiple priorities while facing ambiguity
5. Able to review information from multiple sources and use analytical thinking and problem-solving skills to accurately achieve optimal claim outcomes and determine appropriate next steps
...",not sure,
Hybrid Field Interviewer,2025-11-24,https://jobright.ai/jobs/info/6924cabbc0cefa13343e1fed?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Phoenix, AZ",Vital Research,11-50,Consulting,$45-$50 /hr,"1. Do you have a passion for serving your local community?
2. Do you come from a background in social services or community outreach?
3. Do you value flexibility, autonomy, and meaningful work?
4. Empathy, clear and transparent verbal communication skills
5. Ability to be a self-starter
...",not sure,
Entry Level Recruitment Associate,2025-11-24,https://jobright.ai/jobs/info/6924ed01c0cefa13343e4315?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Lombard, IL",Be Marketable,51-100,"Brand Marketing,Consulting",$650-$650 /wk,"1. Possess an outgoing and positive attitude that fosters strong relationships.
2. Must be proficient in web applications and comfortable with technology.
3. Exhibit exceptional customer service skills to provide a personalized candidate experience.
4. Ability to self-manage and prioritize tasks in a fast-paced environment.
5. Excellent communication skills, both written and verbal.
...",not sure,yes
Total Rewards Analyst - 901,2025-11-24,https://jobright.ai/jobs/info/6924c89fc0cefa13343e1dea?utm_source=1100&utm_campaign=Human Resources,On Site,"Alameda, CA",Telecare Corporation,,,$77K-$95K /yr,"1. Bachelor’s degree in Human Resources, Business, Finance, or related field.
2. 0–2 years of experience in compensation, HR analytics, benefits administration or related field.
3. Proficiency with Microsoft Excel and ability to work with HR data.
4. Strong analytical and problem-solving skills.
5. Strong communication and relationship building skills.
...",not sure,yes
Patient Recruitment and Outreach - Research Assistant,2025-11-24,https://jobright.ai/jobs/info/6924fc63c0cefa13343e521d?utm_source=1100&utm_campaign=Human Resources,On Site,"Riverside, CA",CenExel,1001-5000,"Clinical Trials,Health Care",$20-$23 /hr,"1. Minimum high school diploma.
2. 1+ years of clinical research experience
3. Must be able to effectively communicate verbally and in writing.
4. Must be able to perform detail-oriented work and follow up on assignments.
5. Must have keyboarding and basic computer experience.
...",not sure,
Onboarding Specialist,2025-11-24,https://jobright.ai/jobs/info/6924c883ec574f4265bb6f8c?utm_source=1100&utm_campaign=Human Resources,On Site,"Maitland, FL",Allied Universal,10000+,"Cyber Security,Information Technology",$17.24-$17.24 /hr,"1. High School diploma or equivalent
2. Prior work experience in a professional administrative environment
3. Able to focus and multi-task in a busy environment
4. Ability to successfully handle stressful situations in a calm and professional manner
5. Effective management skills; able to coordinate with multiple employees with diverse personalities and engage them to perform at optimum levels
...",not sure,
Learning & Development Specialist,2025-11-24,https://jobright.ai/jobs/info/6924c816c0cefa13343e1d74?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Rocky Hill, CT
Stamford, CT",Henkel,10000+,"Beauty,Cleaning Products",$70K-$88K /yr,"1. 0-3 years working experience in HR or related field.
2. Excitement and inquisitive nature and a passion for developing people.
3. Project management skills, with the ability to prioritize and manage multiple tasks.
4. Excellent communication and interpersonal skills.
5. Ability to work collaboratively in a fast-paced, dynamic environment. (agility).
...",not sure,yes
Student Financial Services Counselor,2025-11-24,https://jobright.ai/jobs/info/6924e8bb38cd5478a8d5fc1d?utm_source=1100&utm_campaign=Human Resources,On Site,"Hyde Park, NY",The Culinary Institute of America,501-1000,"Cooking,Education",$60500-$60500 /yr,"1. Bachelor’s Degree or equivalent experience in student accounts, financial aid, or other related office.
2. Minimum of one (1) year of customer service/support experience within an office environment.
3. Strong teamwork and interpersonal skills; ability to be adaptable, dependable and handle multiple priorities simultaneously.
4. Demonstrated ability to show a high level of service responsiveness to customers.
5. Ability to use sound judgment and discretion in handling sensitive issues with confidentiality and discretion.
...",not sure,
Human Resources Seasonal Coordinator,2025-11-24,https://jobright.ai/jobs/info/6924f7e9c0cefa13343e4ef8?utm_source=1100&utm_campaign=Human Resources,On Site,Naples Grande Beach Resort,Benchmark Hospitality at DU,101-250,,$20-$20 /hr,"1. Someone with a passion and enthusiasm for helping others
2. Someone who is collaborative in a team environment
3. Someone who listens and communicates well
4. Someone with the demonstrated ability to work with confidential and sensitive information required
5. Someone with a strong attention to detail, while multi-tasking and delivering work on time required
...",not sure,
People Operations Generalist,2025-11-24,https://jobright.ai/jobs/info/6924b256ec574f4265bb5db6?utm_source=1100&utm_campaign=Human Resources,Remote,United States,Shippo,101-250,"B2B,E-Commerce",$95K-$129K /yr,"1. 1-3 years of experience in HR, People Operations, or a related administrative role.
2. Exceptional organizational skills and strong attention to detail.
3. Excellent written and verbal communication skills.
4. Proven ability to handle confidential information with professionalism and discretion.
5. Comfortable managing multiple priorities in a fast-paced, dynamic environment.
...",not sure,
People Operations Generalist,2025-11-24,https://jobright.ai/jobs/info/6924b22fc0cefa13343e0d60?utm_source=1100&utm_campaign=Human Resources,Remote,United States,Shippo,101-250,"B2B,E-Commerce","$95,931-$129,789 /yr","1. 1-3 years of experience in HR, People Operations, or a related administrative role.
2. Exceptional organizational skills and strong attention to detail.
3. Excellent written and verbal communication skills.
4. Proven ability to handle confidential information with professionalism and discretion.
5. Comfortable managing multiple priorities in a fast-paced, dynamic environment.
...",not sure,
Community Manager,2025-11-24,https://jobright.ai/jobs/info/6924c3f938cd5478a8d5d7f8?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Scottsdale, AZ
Charleston, SC",Asset Living,5001-10000,Property Management,$65K-$68K /yr,"1. High School Diploma or Equivalent
2. One to two years related experience and/or training or equivalent combination of education and experience
3. Ability to understand and perform all on-site software functions
4. Basic computer skills required
5. Basic knowledge of Fair Housing Laws and OSHA requirements
...",not sure,
HR Coordinator,2025-11-24,https://jobright.ai/jobs/info/6924df17c0cefa13343e30a9?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Multi Location
Chicago, IL
Irving, TX",Epsilon,5001-10000,"Advertising,Digital Media",$49K-$92K /yr,"1. Bachelor’s degree required or equivalent work experience.
2. Positive relationship management and communication skills
3. 1+ years of professional experience with HR
4. Experience with Microsoft Office tools (i.e. Excel, Word, PowerPoint, Outlook, Teams)
5. Excellent administrative and organizational skills required
...",not sure,
Licensing Specialist,2025-11-24,https://jobright.ai/jobs/info/6924e156c0cefa13343e349d?utm_source=1100&utm_campaign=Human Resources,On Site,"Virginia Beach, VA",StepStone Family & Youth Services,11-50,"Family,Health Care",$50K-$52K /yr,"1. A bachelor’s degree from an accredited college or university in social work, psychology, childhood education, education counseling and psychology, or other human service, behavioral science field or public administration field
2. Minimum of one year of work experience in a Child Placing Agency, the Department of Family and Children Services, or Non-Profit Agency
3. Complete Tier 1 and Tier 2 State Assessor training and maintain Assessor certification
4. Have a strong recruiting mentality and a general understanding of a recruiting life cycle from sourcing/lead generation to filling positions
5. Demonstrate knowledge of vast recruiting strategies, including social media platforms
...",not sure,
Executive Recruiting Coordinator,2025-11-24,https://jobright.ai/jobs/info/6924ed34c0cefa13343e433d?utm_source=1100&utm_campaign=Human Resources,On Site,"Englewood, CO",EchoStar Corporation,10000+,"Hardware,Satellite Communication",$27.01-$38.70 /hr,"1. Bachelor's degree from a 4-year College or University, or equivalent combination of education and experience
2. Exceptional Attention to Detail: A proven track record of managing complex, dynamic logistics with zero tolerance for error
3. Professionalism & Discretion: The ability to handle sensitive and confidential information with the utmost integrity and professionalism
4. Proactive Service Orientation: A passion for delivering best-in-class customer service to candidates and internal partners alike
5. Organizational Acumen: Highly organized and capable of managing multiple priorities simultaneously in a fast-paced environment
...",no,
Temporary Enrollment Coordinator - With Benefits!,2025-11-24,https://jobright.ai/jobs/info/68a90e2a6acf96396f724520?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Riverside, California, United States",24 Hour Home Care,10000+,"Health Care,Home Health Care",$21.84-$23.89 /hr,"1. Strong attention to detail and organizational skills
2. Bilingual (Spanish/English)
3. Effective communication and interpersonal abilities
4. Problem-solving and critical thinking
5. Able to manage multiple priorities and follow up with accuracy
...",not sure,
Patent Administrator,2025-11-24,https://jobright.ai/jobs/info/69256f1627bf2f41a2c3ec55?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Mississauga, ON",OTI Lumionics,11-50,"Electronics,Lighting","$50,000-$70,000 /yr","1. Excellent written and oral communication, attention to detail and time management
2. Excellent computer (Windows), including Word, Excel, PowerPoint, Visio and Teams applications, and uploading and downloading from secure FTP sites, and online docketing systems
3. Demonstrated ability to work independently, without significant supervision
4. Physical attendance at our main office will be required from time to time",not sure,
Talent Acquisition Specialist,2025-11-24,https://jobright.ai/jobs/info/6924db7138cd5478a8d5eb3d?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Multi Location
Litchfield Park, AZ
Litchfield Park, Arizona",Parts Town,5001-10000,"Cooking,Food Processing",$21.13-$36.30 /hr,"1. 1-3 years of experience in high-volume talent acquisition.
2. Love building candidate pipelines with innovative sourcing and outreach efforts such as hosting job fairs on-site.
3. Share the company's values – Safety, Integrity, Community Passion, Courage, and Innovation.
4. Organized and thrive in a fast-paced, startup atmosphere.
5. Passion for recruitment and proactively sourcing the perfect candidate.
...",not sure,
Full Time Hospice RN Case Manager (AM),2025-11-24,https://jobright.ai/jobs/info/6924b784ec574f4265bb622e?utm_source=1100&utm_campaign=Human Resources,On Site,"San Diego, California",Silverado,1001-5000,"Assisted Living,Communities",$53-$56 /yr,"1. Must be a Registered Nurse with a valid state license
2. One year of experience working with your RN license required
3. This role requires a valid driver’s license and a good driving record as a condition of employment
4. Associates must comply with all state and federal driving regulations
5. Associates in roles requiring driving are responsible for maintaining a valid and active driver’s license
...",no,
40hr CRMA - Bolster Heights,2025-11-24,https://jobright.ai/jobs/info/6924b5fd38cd5478a8d5cdd3?utm_source=1100&utm_campaign=Human Resources,On Site,US-ME-Lewiston,Central Maine Healthcare,1001-5000,Health Care,$20-$20 /hr,"1. Must have a Residential Care Specialist 1, or Personal Support Specialist (PSS) Certificate.
2. May be trained within 4 months of employment.
3. Must have state approved 40-hour Certificated Medication Administration Certification.
4. Must possess basic mathematical skills so as to be able to accurately administer proper medication dosage.
5. Must be tolerant, patient, and treat residents with dignity and respect.",not sure,
Human Resources Specialist,2025-11-24,https://jobright.ai/jobs/info/690bb82d221b890c277f740c?utm_source=1100&utm_campaign=Human Resources,On Site,"Parsippany, NJ",Avis Budget Group,10000+,"Property Management,Real Estate",$65K-$75K /yr,"1. Bachelor's degree in Human Resources, Business Administration, or related field.
2. 1–2 years of HR experience in an administrative, generalist, or analyst capacity.
3. Able to prioritize in a fast paced, high pressure, constantly changing environment; Good sense of urgency and time management
4. Detail oriented; Demonstrates thoroughness and strong ownership of work
5. Good team player with a strong willingness to participate and help others, but also the ability to work independently
...",not sure,
Human Resources Partner I- Human Resources (Civil Service),2025-11-24,https://jobright.ai/jobs/info/6924b4aac0cefa13343e0f83?utm_source=1100&utm_campaign=Human Resources,On Site,"Dallas, TX",City of Dallas,10000+,"Government,Information Services",$28-$33 /hr,"1. Bachelor’s degree in a Human Resources, Business/Public Administration, or Social Science field.
2. One (1) year of professional-level human resources experience with responsibility for employee relations, performance management, change management, and/or employee engagement.
3. High school diploma or GED plus five (5) years of the required experience will meet the education and experience requirements.
4. Associate degree in any field plus three (3) years of the required experience will meet the education and experience requirements.
5. Bachelor's degree (or higher) in a non-specified field plus three (3) years of the required experience will meet the education and experience requirements.
...",not sure,
Talent Acquisition Coordinator,2025-11-24,https://jobright.ai/jobs/info/6924b48b38cd5478a8d5cc80?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Devens, MA",Commonwealth Fusion Systems,1001-5000,"Clean Energy,Electrical Distribution","$70,000-$120,000 /yr","1. High school diploma
2. A natural ability to multi-task and easily prioritize competing priorities
3. Sound judgment and situational awareness while being the first CFS point of contact
4. Excellent organization skills and demonstrated proficiency using various communication tools
5. Outstanding verbal and written communication skills
...",not sure,
"Coordinator, Professional Development",2025-11-24,https://jobright.ai/jobs/info/6924b394ec574f4265bb5efd?utm_source=1100&utm_campaign=Human Resources,On Site,"New York, United States",Davis Polk & Wardwell LLP,1001-5000,"Advice,Consulting",$70K-$80K /yr,"1. Strong written, verbal, and interpersonal communication skills
2. Strong time-management and organizational skills and the ability to prioritize multiple tasks quickly and efficiently
3. Detail-oriented, organized and driven, with the desire to take ownership of projects and responsibilities, but to also work collaboratively in a team-oriented environment
4. Ability to maintain strict confidentiality regarding personnel matters and other sensitive information is essential
5. Highly motivated, responsive and conscientious, with a commitment to delivering excellent client service
...",not sure,
Recruiting and Onboarding Specialist,2025-11-24,https://jobright.ai/jobs/info/6924b2e038cd5478a8d5cb11?utm_source=1100&utm_campaign=Human Resources,On Site,"Shakopee, MN, USA",Live Nation Entertainment,10000+,"Concerts,Event Promotion",$20-$25 /hr,"1. Self-driven and motivated
2. Experience with WorkDay or other HRIS
3. Strong communication skills
4. Strong networking and relationship building skills
5. Data driven mentality
...",not sure,
"Talent Acquisition Partner, Tech",2025-11-24,https://jobright.ai/jobs/info/6924b0e7c0cefa13343e0c4a?utm_source=1100&utm_campaign=Human Resources,On Site,"Irvine, CA",Viant Technology,251-500,"Advertising,Consulting",$90K-$100K /yr,"1. Manage full-cycle recruitment for high-volume technical roles, with a primary focus on Software Engineers and related early-career/mid-level technical positions.
2. Source, screen, and assess candidates using a variety of tools, channels, and creative strategies to build strong talent pipelines.
3. Conduct initial phone screens to evaluate technical competencies, role alignment, and candidate motivations.
4. Partner closely with hiring managers to clarify role requirements, interview structures, and evaluation criteria to ensure consistent, fair assessment.
5. Coordinate and schedule interviews, ensuring a smooth, well-organized candidate experience.
...",not sure,
Human Resource Recruitment Coordinator,2025-11-24,https://jobright.ai/jobs/info/6924d5d0c0cefa13343e27a2?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Macon, GA",All Ways Caring HomeCare,101-250,"Elder Care,Health Care",$19-$19 /hr,"1. High school diploma or GED
2. Minimum of one year of office administration, recruiting, and/or human resources experience
3. Knowledge and experience with Microsoft Office software
4. Effective verbal and written communication
5. Capable of working responsibly with confidential information
...",not sure,
Clinical Research Assistant-TNC,2025-11-24,https://jobright.ai/jobs/info/6924afa5c0cefa13343e0b51?utm_source=1100&utm_campaign=Human Resources,Hybrid,Brookline,Boston Children's Hospital,11-50,"Health Care,Hospital",$41246.40-$61339.20 /yr,"1. A Bachelor's degree in STEM, health, psychology or related field is required.",not sure,
Leave of Absence Analyst - Boston,2025-11-24,https://jobright.ai/jobs/info/6924ae8fc0cefa13343e0a7d?utm_source=1100&utm_campaign=Human Resources,On Site,Sysco Boston,Sysco,10000+,"Electrical Distribution,Food and Beverage","$73,800-$110,600 /yr","1. Bachelor’s degree in Human Resources, Business Administration, or a related field and/or equivalent experience.
2. Strong knowledge of leave laws (FMLA, ADA, etc.) and company policies.
3. Excellent communication and interpersonal skills.
4. Ability to handle sensitive information with confidentiality.
5. Strong organizational skills and attention to detail.
...",no,
Vendor Relations Analyst I,2025-11-24,https://jobright.ai/jobs/info/6924ad4638cd5478a8d5c74d?utm_source=1100&utm_campaign=Human Resources,On Site,"Tampa, FL",University of South Florida Libraries,11-50,,"$52,295-$52,295 /yr","1. Bachelor’s Degree and 0-2 years of related experience OR equivalent combination of education and experience.
2. Strong Communication skills
3. Strong analytical skills
4. Financial Experience
5. Technology Contract Review and Negotiation skills",no,yes
Entry Level Recruiter,2025-11-24,https://jobright.ai/jobs/info/6924acd738cd5478a8d5c719?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Charleston, SC
Fort Lauderdale, FL
Savannah, GA
West Chester, OH
Cincinnati, OH
Erlanger, KY
Metairie, LA
Baton Rouge, LA
Tempe, AZ
New Orleans, LA
East Baton Rouge Parish County, LA
Akron, OH
Columbus, OH
Irving, TX
Tampa, FL
Charleston, WV",Total Quality Logistics,1001-5000,"Freight Service,Logistics",$45000-$45000 /yr,"1. You’re self-motivated, set ambitious goals and work relentlessly to achieve them
2. You have excellent relationship building and communication skills
3. You’re coachable and thrive in a metrics-driven environment
4. Elite work ethic, 100% in-office
5. Strong customer focus
...",no,
Program Assistant,2025-11-24,https://jobright.ai/jobs/info/6924a75938cd5478a8d5c436?utm_source=1100&utm_campaign=Human Resources,On Site,"Concord, CA",Canine Companions®,251-500,"Association,Education",$20-$22 /hr,"1. Ability to perform several tasks concurrently
2. Time management and organizational skills
3. Excellent verbal and written communication skills
4. Ability to organize and maintain detailed records, complete paperwork and meet deadlines
5. Ability to use computers; word processing, spreadsheet, email, customer relations management database, internet-based phone system
...",not sure,
Manager in Training #2741125,2025-11-24,https://jobright.ai/jobs/info/690849fd63502c0aded8bce6?utm_source=1100&utm_campaign=Human Resources,On Site,"Brighton, CO",Circle K,1001-5000,"Food and Beverage,Retail",$18-$18 /hr,"1. High School diploma or GED preferred.
2. Experience in retail sales preferred.
3. Experience to perform the essential duties, responsibilities and working in the conditions described below.
4. Ability to supervise and train for the use of equipment, tools and materials listed in the Customer Service Representative (CSR) and Assistant Site Manager (ASM) job description.
5. Ability to supervise and manage the functions listed in the CSR and ASM job description.
...",not sure,
Recruiter,2025-11-24,https://jobright.ai/jobs/info/6924a661ec574f4265bb5624?utm_source=1100&utm_campaign=Human Resources,On Site,"Las Vegas, NV",Advance America,1001-5000,"Banking,Consumer Lending",$42K-$52K /yr,"1. The ability to work in a fast-paced environment
2. Great computer skills
3. Helpful customer service skills
4. Excellent oral and written communication skills
5. Finding the daily motivation to meet goals",not sure,
National Sales Recruiter,2025-11-24,https://jobright.ai/jobs/info/6924a49aec574f4265bb5524?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Fort Lauderdale, FL
Savannah, GA",Total Quality Logistics,1001-5000,"Freight Service,Logistics","$50,000-$50,000 /yr","1. 1+ year of successful full cycle recruiting experience
2. Elite work ethic, 100% in-office
3. Strong customer focus
4. The ability to work with the latest technologies
5. The desire to be a part of TQL while contributing to our continued growth
...",no,
Development Coordinator,2025-11-24,https://jobright.ai/jobs/info/6924a499c0cefa13343e046d?utm_source=1100&utm_campaign=Human Resources,On Site,"Florida, United States",University of South Florida Libraries,11-50,,$59K-$65K /yr,"1. Bachelor’s degree
2. At least 1 year of experience directly related to the duties and responsibilities specified
3. Work experience may be substituted for the degree requirement on a year for year basis",not sure,
Training Coordinator,2025-11-24,https://jobright.ai/jobs/info/69256972d47de4798eccfcf1?utm_source=1100&utm_campaign=Human Resources,On Site,"Philadelphia,PA,US",Friedman Vartolo LLP,51-100,"Professional Services,Real Estate",$18-$18 /hr,"1. Proficient with technology; strong working knowledge of Microsoft Word and Outlook (email and calendar) is essential.
2. Familiarity with Excel, PowerPoint, and phone systems is a plus.
3. Excellent verbal and written communication skills.
4. Strong organizational skills with the ability to multi-task and manage details effectively.
5. Demonstrates sound judgment, professionalism, and the ability to remain calm under pressure.
...",not sure,
RN Case Manager,2025-11-24,https://jobright.ai/jobs/info/6925012238cd5478a8d6143d?utm_source=1100&utm_campaign=Human Resources,On Site,"Rockford, Illinois",Northern Illinois Hospice,101-250,"Charity,Health Care",$78000-$108000 /yr,"1. Current Illinois Registered Nurse (RN) license
2. CPR certification (within 3 months of hire)
3. Strong clinical judgment and ability to work independently
4. Local residence with ability to respond to on-call within 30 minutes",not sure,
Payroll Support Specialist (FIN-25-00003),2025-11-24,https://jobright.ai/jobs/info/6924bcfd38cd5478a8d5d2b6?utm_source=1100&utm_campaign=Human Resources,On Site,"Trenton, NJ","Catholic Charities, Diocese of Trenton",501-1000,"Health Care,Non Profit",$45K-$45K /yr,"1. High School Diploma or GED
2. 1-2 Years bookkeeping, payroll, or general accounting experience
3. High attention to detail and accuracy",not sure,
Talent Acquisition Coordinator,2025-11-24,https://jobright.ai/jobs/info/69249f8d38cd5478a8d5bf75?utm_source=1100&utm_campaign=Human Resources,On Site,Atlanta Metro,Georgia Institute of Technology,10000+,"Education,Higher Education",$42K-$52K /yr,"1. High School Diploma, GED, or Vocational School Diploma.
2. No prior relevant work experience required.
3. Ability to use office-related computer applications.
4. Strong customer service orientation.
5. Excellent communication and interpersonal skills.
...",not sure,yes
Employment Specialist (Bilingual),2025-11-24,https://jobright.ai/jobs/info/6924c097c0cefa13343e18ac?utm_source=1100&utm_campaign=Human Resources,On Site,"Kennewick, WA",Career Path Services,101-250,"Non Profit,Training",$53000-$59000 /yr,"1. High School Diploma or GED
2. Bilingual (preference for Spanish/English)
3. Minimum one-year of experience working with workforce development, social services, job placement, job development, sales, job coaching, employment and training, or related field.
4. Requires advanced level use of: Microsoft Word, Excel, PowerPoint, and Outlook; LinkedIn, and other business-related networking applications, as appropriate.
5. Flexibility in working some evening and/or weekend hours.
...",not sure,
Talent Acquisition Specialist (Contract),2025-11-24,https://jobright.ai/jobs/info/6924bdb438cd5478a8d5d36c?utm_source=1100&utm_campaign=Human Resources,Remote,"NJ, US",RPH Products,11-50,,$35-$45 /hr,"1. 1–4 years of recruiting or talent acquisition experience (internal or contract).
2. Experience recruiting for manufacturing, construction, or industrial roles (or very similar blue-collar / field / operations environments).
3. Comfortable owning the full-cycle recruiting process for multiple roles at once.
4. Strong communication skills and professionalism with candidates, HR and hiring managers.
5. Ability to work independently, manage your time, and hit agreed-upon timelines as a contractor.",not sure,
Remote Recruiter,2025-11-24,https://jobright.ai/jobs/info/6924b4c438cd5478a8d5ccba?utm_source=1100&utm_campaign=Human Resources,Remote,AZ,"UCI, Unión de Créditos Inmobiliarios",501-1000,"Banking,Financial Services",$20-$25 /hr,"1. One year (minimum) of proven headhunting experience through LinkedIn
2. Confidence in actively engaging candidates, with a focus on building relationships and quickly sparking interest
3. A coachable, hardworking, team-oriented attitude
4. The ability to thrive and produce results in a fast-paced, dynamic environment",not sure,
Financial Counseling Rep I,2025-11-24,https://jobright.ai/jobs/info/6924c996c0cefa13343e1ec8?utm_source=1100&utm_campaign=Human Resources,On Site,"Marquette, MI",R1 RCM,10000+,"Health Care,Hospital",$15.35-$22.48 /hr,"1. High school diploma is required
2. At least one year of call center experience
3. Attention to detail
4. Strong customer service experience
5. Ability to multi-task and navigate between multiple systems simultaneously
...",not sure,
HUMAN RESOURCE ASSISTANT,2025-11-24,https://jobright.ai/jobs/info/69249af638cd5478a8d5bbde?utm_source=1100&utm_campaign=Human Resources,On Site,"Maple Grove, MN",Wells,501-1000,"Manufacturing,Real Estate",$22-$26 /hr,"1. High school diploma required
2. Ability to maintain confidentiality is required
3. Working knowledge of Microsoft Outlook, Word, Excel, and PowerPoint
4. Ability to communicate effectively and work as a part of a departmental and cross-functional team
5. Strong interpersonal and problem-solving skills required
...",no,
Assistant Dental Office Manager,2025-11-24,https://jobright.ai/jobs/info/6924cc9938cd5478a8d5df42?utm_source=1100&utm_campaign=Human Resources,On Site,"Las Vegas, NV",Smile Brands Inc.,5001-10000,"Dental,Health Care",$23-$25 /hr,"1. At least one year of experience as an office manager in a Dental office
2. Experience leading a team
3. Knowledge of dental terminology",not sure,
Graduate Recruitment Manager,2025-11-24,https://jobright.ai/jobs/info/692493ecc0cefa13343dfa86?utm_source=1100&utm_campaign=Human Resources,Hybrid,Atlanta Metro,Georgia State University,10000+,,"$46,227-$69,782 /yr",1. Master's degree and one year of related experience; or a combination of education and related experience.,not sure,
